iter	Passed	Remaining
636	125100	464070
637	125317	463951
638	125495	463685
639	125665	463392
640	125857	463180
641	126079	463077
642	126292	462939
643	126490	462749
644	126698	462596
645	126940	462567
646	127174	462507
647	127357	462259
648	127540	462015
649	127754	461882
650	127952	461689
651	128163	461544
652	128399	461491
653	128587	461261
654	128764	460996
655	128958	460789
656	129153	460589
657	129396	460558
658	129572	460287
659	129770	460096
660	129970	459911
661	130194	459811
662	130378	459568
663	130572	459363
664	130808	459306
665	130979	459019
666	131147	458721
667	131342	458520
668	131522	458263
669	131769	458243
670	131992	458137
671	132193	457956
672	132395	457778
673	132567	457496
674	132776	457342
675	132982	457176
676	133164	456929
677	133380	456799
678	133582	456620
679	133776	456413
680	133976	456229
681	134145	455935
682	134450	456107
683	134638	455879
684	134794	455545
685	134999	455378
686	135185	455143
687	135412	455047
688	135599	454819
689	135802	454643
690	135991	454419
691	136219	454328
692	136442	454217
693	136650	454058
694	136905	454052
695	137141	453984
696	137323	453740
697	137518	453534
698	137739	453416
699	137919	453164
700	138097	452905
701	138301	452728
702	138504	452553
703	138694	452333
704	138894	452146
705	139085	451929
706	139303	451800
707	139571	451831
708	139776	451661
709	139969	451450
710	140155	451219
711	140343	450991
712	140540	450793
713	140703	450488
714	140889	450255
715	141073	450017
716	141228	449684
717	141406	449427
718	141584	449170
719	141829	449127
720	142054	449017
721	142235	448770
722	142428	448561
723	142657	448463
724	142856	448273
725	143039	448033
726	143264	447923
727	143455	447706
728	143657	447525
729	143855	447330
730	144058	447153
731	144299	447093
732	144500	446907
733	144705	446732
734	144895	446514
735	145088	446305
736	145232	445944
737	145440	445780
738	145620	445530
739	145807	445304
740	145972	445010
741	146186	444864
742	146376	444645
743	146545	444364
744	146753	444199
745	146968	444059
746	147200	443965
747	147429	443866
748	147637	443700
749	147829	443488
750	148028	443296
751	148228	443107
752	148414	442878
753	148598	442641
754	148778	442394
755	148954	442134
756	149113	441823
757	149393	441872
758	149624	441776
759	149788	441481
760	149989	441295
761	150196	441126
762	150391	440924
763	150559	440641
764	150737	440389
765	150918	440147
766	151078	439839
767	151296	439704
768	151479	439467
769	151693	439320
770	151938	439263
771	152160	439137
772	152343	438900
773	152530	438671
774	152726	438474
775	152880	438153
776	153056	437894
777	153256	437705
778	153430	437443
779	153582	437119
780	153763	436877
781	153924	436579
782	154117	436369
783	154403	436426
784	154605	436242
785	154781	435987
786	154976	435783
787	155162	435558
788	155353	435344
789	155524	435073
790	155691	434794
791	155851	434494
792	156019	434218
793	156427	434609
794	156713	434657
795	156945	434558
796	157231	434605
797	157420	434386
798	157603	434148
799	157795	433938
800	157992	433739
801	158157	433452
802	158347	433236
803	158522	432978
804	158718	432778
805	158933	432630
806	159120	432404
807	159377	432369
808	159617	432289
809	159812	432085
810	160068	432047
811	160263	431842
812	160438	431585
813	160650	431426
814	160848	431230
815	161071	431103
816	161299	430987
817	161497	430791
818	161690	430582
819	162027	430755
820	162246	430616
821	162452	430439
822	162639	430212
823	162814	429957
824	162987	429695
825	163145	429392
826	163302	429087
827	163504	428904
828	163667	428614
829	163843	428360
830	164034	428148
831	164223	427928
832	164446	427796
833	164723	427807
834	164908	427578
835	165085	427326
836	165251	427047
837	165486	426948
838	165675	426728
839	165863	426506
840	166049	426278
841	166265	426130
842	166468	425947
843	166686	425800
844	166857	425535
845	167055	425339
846	167253	425142
847	167515	425108
848	167692	424859
849	167876	424628
850	168063	424404
851	168238	424149
852	168434	423950
853	168644	423782
854	168791	423458
855	168982	423246
856	169176	423039
857	169353	422791
858	169572	422648
859	169849	422648
860	170032	422414
861	170233	422226
862	170426	422017
863	170592	421742
864	170772	421503
865	170992	421359
866	171197	421181
867	171367	420917
868	171532	420640
869	171746	420481
870	171968	420344
871	172175	420171
872	172366	419957
873	172548	419723
874	172751	419540
875	172965	419382
876	173146	419144
877	173355	418976
878	173547	418765
879	173732	418537
880	173919	418314
881	174128	418145
882	174311	417913
883	174567	417855
884	174780	417696
885	174955	417443
886	175176	417302
887	175378	417116
888	175568	416900
889	175816	416824
890	175994	416580
891	176190	416377
892	176384	416173
893	176563	415931
894	176744	415695
895	176986	415602
896	177194	415429
897	177369	415178
898	177550	414941
899	177735	414715
900	177913	414474
901	178066	414171
902	178243	413928
903	178426	413695
904	178646	413551
905	178864	413402
906	179039	413152
907	179193	412854
908	179368	412607
909	179619	412533
910	179815	412332
911	179974	412047
912	180185	411880
913	180399	411722
914	180586	411500
915	180777	411289
916	180965	411069
917	181176	410903
918	181341	410634
919	181552	410466
920	181740	410247
921	181977	410141
922	182162	409914
923	182334	409660
924	182519	409435
925	182933	409723
926	183137	409541
927	183341	409356
928	183510	409095
929	183654	408779
930	183816	408503
931	184013	408305
932	184216	408119
933	184445	407991
934	184627	407761
935	184815	407542
936	184995	407306
937	185185	407091
938	185371	406870
939	185581	406700
940	185774	406491
941	185944	406234
942	186126	406003
943	186334	405829
944	186512	405591
945	186749	405479
946	186999	405395
947	187231	405272
948	187431	405081
949	187668	404969
950	187847	404731
951	188105	404663
952	188348	404563
953	189041	405429
954	189381	405533
955	189717	405630
956	190024	405663
957	190307	405644
958	190608	405664
959	190896	405655
960	191163	405601
961	191576	405855
962	192202	406559
963	192771	407139
964	193162	407342
965	193627	407699
966	193893	407636
967	194209	407678
968	194546	407763
969	194902	407888
970	195629	408787
971	196094	409134
972	196400	409150
973	196674	409098
974	197010	409176
975	197574	409724
976	197937	409854
977	199050	411534
978	199779	412414
979	200351	412968
980	200922	413520
981	201124	413308
982	201469	413390
983	201815	413475
984	202223	413686
985	202475	413575
986	202707	413425
987	202918	413230
988	203130	413038
989	203603	413376
990	203968	413493
991	204189	413319
992	204408	413139
993	204711	413130
994	205086	413265
995	205650	413778
996	206007	413874
997	206240	413720
998	206535	413691
999	206835	413671
1000	207104	413588
1001	207655	414066
1002	208517	415162
1003	208811	415127
1004	209127	415133
1005	209453	415159
1006	209911	415444
1007	210250	415495
1008	210501	415370
1009	210721	415183
1010	210984	415082
1011	211200	414887
1012	211439	414738
1013	211820	414867
1014	212124	414844
1015	212600	415156
1016	212944	415209
1017	213511	415696
1018	214121	416265
1019	214664	416702
1020	215155	417035
1021	215504	417090
1022	215736	416921
1023	216023	416856
1024	216351	416871
1025	216559	416655
1026	216999	416883
1027	218018	418222
1028	218367	418271
1029	218755	418397
1030	220199	420535
1031	220578	420638
1032	220914	420657
1033	221125	420438
1034	221296	420142
1035	221507	419922
1036	221678	419629
1037	221890	419410
1038	222151	419287
1039	222353	419050
1040	222606	418910
1041	222866	418782
1042	223092	418592
1043	223306	418379
1044	223532	418187
1045	223996	418440
1046	224387	418557
1047	224669	418468
1048	224886	418259
1049	225326	418463
1050	225791	418713
1051	226164	418791
1052	226460	418725
1053	226739	418629
1054	227094	418671
1055	227430	418678
1056	228611	420238
1057	230492	423078
1058	231229	423811
1059	231451	423599
1060	231691	423421
1061	231912	423207
1062	232118	422965
1063	232358	422787
1064	232570	422558
1065	232851	422452
1066	233196	422463
1067	233755	422860
1068	235144	424755
1069	236514	426609
1070	236792	426492
1071	236999	426245
1072	237177	425947
1073	237451	425820
1074	237786	425804
1075	239429	428124
1076	240405	429247
1077	240710	429170
1078	240950	428976
1079	241162	428732
1080	241364	428471
1081	241682	428415
1082	242116	428566
1083	242418	428480
1084	242693	428347
1085	243079	428411
1086	243536	428597
1087	244105	428979
1088	244436	428942
1089	244878	429099
1090	245522	429607
1091	245912	429671
1092	246336	429792
1093	246650	429721
1094	247190	430044
1095	247608	430152
1096	247968	430157
1097	248414	430313
1098	248688	430169
1099	249139	430331
1100	249474	430292
1101	249983	430553
1102	250431	430706
1103	250717	430580
1104	250992	430435
1105	251878	431335
1106	252551	431869
1107	252936	431908
1108	253239	431808
1109	253555	431729
1110	253843	431602
1111	254179	431556
1112	254470	431433
1113	255301	432224
1114	255671	432233
1115	256151	432427
1116	256521	432435
1117	256771	432239
1118	257073	432131
1119	257381	432032
1120	257813	432143
1121	258225	432216
1122	258747	432474
1123	259176	432575
1124	259690	432817
1125	260197	433046
1126	260535	432992
1127	260886	432961
1128	261241	432933
1129	261559	432846
1130	261806	432641
1131	262557	433265
1132	263120	433579
1133	263460	433525
1134	263789	433451
1135	264142	433417
1136	264570	433504
1137	265145	433832
1138	265466	433743
1139	265849	433754
1140	266073	433506
1141	266329	433310
1142	266670	433251
1143	267015	433199
1144	267390	433196
1145	267806	433257
1146	268205	433290
1147	268543	433225
1148	268818	433058
1149	269120	432933
1150	269341	432677
1151	269608	432496
1152	269955	432443
1153	270357	432477
1154	270615	432281
1155	270864	432071
1156	271119	431870
1157	271335	431606
1158	271559	431355
1159	271772	431087
1160	272374	431436
1161	272874	431621
1162	273199	431528
1163	273742	431779
1164	274048	431655
1165	274289	431429
1166	274530	431203
1167	274763	430965
1168	275015	430756
1169	275231	430489
1170	275515	430330
1171	275767	430121
1172	276001	429885
1173	276247	429665
1174	276545	429528
1175	276762	429264
1176	277163	429286
1177	277447	429125
1178	277733	428967
1179	277993	428770
1180	278236	428545
1181	278498	428350
1182	278712	428081
1183	278967	427876
1184	279217	427662
1185	279521	427531
1186	279835	427414
1187	280161	427316
1188	280414	427108
1189	280643	426861
1190	280862	426599
1191	281078	426333
1192	281347	426148
1193	281629	425982
1194	281941	425862
1195	282153	425588
1196	282552	425598
1197	282942	425594
1198	283245	425458
1199	283555	425333
1200	283982	425382
1201	284229	425162
1202	284502	424980
1203	285000	425133
1204	285697	425582
1205	286071	425548
1206	286376	425412
1207	286582	425129
1208	286867	424962
1209	287182	424840
1210	287452	424651
1211	287759	424516
1212	288010	424298
1213	288235	424043
1214	288745	424207
1215	289312	424451
1216	289663	424379
1217	289937	424194
1218	290190	423977
1219	290400	423698
1220	290621	423436
1221	290800	423112
1222	291187	423090
1223	291424	422850
1224	291630	422566
1225	291860	422317
1226	292126	422119
1227	292311	421804
1228	292514	421515
1229	292703	421206
1230	292913	420929
1231	293910	421780
1232	295405	423342
1233	295831	423370
1234	296074	423134
1235	296312	422891
1236	296588	422704
1237	296785	422403
1238	297036	422180
1239	297419	422143
1240	297794	422095
1241	298088	421932
1242	298563	422023
1243	298798	421776
1244	299017	421506
1245	299291	421314
1246	299610	421184
1247	299850	420943
1248	300115	420738
1249	300333	420466
1250	300535	420172
1251	300884	420084
1252	301387	420210
1253	301726	420107
1254	302077	420019
1255	302448	419960
1256	302964	420101
1257	303357	420070
1258	303567	419786
1259	303806	419542
1260	304025	419270
1261	304296	419070
1262	304660	418998
1263	305041	418948
1264	305314	418751
1265	305617	418594
1266	305916	418432
1267	306151	418182
1268	306341	417870
1269	306568	417609
1270	306973	417590
1271	307364	417551
1272	307991	417832
1273	308302	417683
1274	308551	417451
1275	308792	417208
1276	309144	417115
1277	309593	417152
1278	309904	417002
1279	310257	416908
1280	310589	416785
1281	310907	416644
1282	311695	417132
1283	312339	417426
1284	312611	417220
1285	312863	416989
1286	313099	416736
1287	313324	416468
1288	313525	416169
1289	313833	416011
1290	314082	415776
1291	314326	415534
1292	314792	415584
1293	315131	415467
1294	315349	415189
1295	315580	414930
1296	315960	414866
1297	317091	415785
1298	317513	415774
1299	317844	415642
1300	318038	415332
1301	318283	415088
1302	318509	414820
1303	318705	414512
1304	319057	414407
1305	319371	414253
1306	320115	414656
1307	320518	414615
1308	320887	414530
1309	321128	414280
1310	322177	415070
1311	324269	417200
1312	324915	417465
1313	325246	417325
1314	325534	417129
1315	325973	417127
1316	326373	417073
1317	327218	417588
1318	327848	417826
1319	328255	417779
1320	328569	417613
1321	329204	417856
1322	329572	417757
1323	329836	417527
1324	330097	417293
1325	330320	417011
1326	330533	416715
1327	330777	416460
1328	331017	416199
1329	331372	416084
1330	331676	415903
1331	332031	415787
1332	332278	415534
1333	332539	415300
1334	333016	415334
1335	333388	415238
1336	333767	415149
1337	334010	414891
1338	334210	414580
1339	334405	414263
1340	334643	413999
1341	334875	413728
1342	335079	413422
1343	335324	413167
1344	335754	413139
1345	336972	414080
1346	337485	414153
1347	337760	413931
1348	338053	413732
1349	338344	413532
1350	339246	414076
1351	340234	414724
1352	341196	415336
1353	342022	415781
1354	342411	415695
1355	342719	415509
1356	342992	415281
1357	343191	414963
1358	343390	414646
1359	343560	414293
1360	343727	413937
1361	343890	413577
1362	344120	413297
1363	344326	412989
1364	344545	412696
1365	344771	412413
1366	344972	412099
1367	345195	411812
1368	345423	411531
1369	345590	411177
1370	345746	410809
1371	345926	410472
1372	346068	410089
1373	346197	409692
1374	346335	409305
1375	346559	409020
1376	346738	408683
1377	346943	408376
1378	347060	407966
1379	347184	407564
1380	347304	407158
1381	347472	406809
1382	347609	406423
1383	347778	406076
1384	347904	405678
1385	348056	405312
1386	348228	404969
1387	348367	404588
1388	348545	404252
1389	348705	403896
1390	348951	403639
1391	349177	403359
1392	349349	403018
1393	349541	402700
